Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
72,1189,1139,0,1139,0,0,6,0,0,0,0,0,0,47.9909,47.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9909,0,47.9909,0,47.9909,0,47.9909,'Trojan Infected','C3540-T12'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0494,48.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0494,0,48.0494,0,48.0494,0,48.0494,'Trojan Infected','C3540-T13'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0302,48.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0302,0,48.0302,0,48.0302,0,48.0302,'Trojan Infected','C3540-T14'
72,1192,1142,0,1142,0,0,7,0,0,0,0,0,0,48.0771,48.0771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.077,0,48.077,0,48.077,0,48.077,'Trojan Infected','C3540-T15'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0061,48.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0061,0,48.0061,0,48.0061,0,48.0061,'Trojan Infected','C3540-T16'
72,1193,1143,0,1143,0,0,6,0,0,0,0,0,0,48.172,48.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.172,0,48.172,0,48.172,0,48.172,'Trojan Infected','C3540-T17'
72,1189,1139,0,1139,0,0,7,0,0,0,0,0,0,48.0037,48.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0037,0,48.0037,0,48.0037,0,48.0037,'Trojan Infected','C3540-T18'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0072,48.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0071,0,48.0071,0,48.0071,0,48.0071,'Trojan Infected','C3540-T19'
72,1193,1143,0,1143,0,0,7,0,0,0,0,0,0,48.0912,48.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0912,0,48.0912,0,48.0912,0,48.0912,'Trojan Infected','C3540-T20'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.091,48.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.091,0,48.091,0,48.091,0,48.091,'Trojan Infected','C3540-T21'
72,1193,1143,0,1143,0,0,7,0,0,0,0,0,0,48.113,48.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1129,0,48.1129,0,48.1129,0,48.1129,'Trojan Infected','C3540-T22'
72,1189,1139,0,1139,0,0,8,0,0,0,0,0,0,47.9938,47.9938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9938,0,47.9938,0,47.9938,0,47.9938,'Trojan Infected','C3540-T23'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.033,48.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.033,0,48.033,0,48.033,0,48.033,'Trojan Infected','C3540-T24'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.072,48.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0719,0,48.0719,0,48.0719,0,48.0719,'Trojan Infected','C3540-T25'
72,1192,1142,0,1142,0,0,6,0,0,0,0,0,0,48.0707,48.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0707,0,48.0707,0,48.0707,0,48.0707,'Trojan Infected','C3540-T26'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0748,48.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0748,0,48.0748,0,48.0748,0,48.0748,'Trojan Infected','C3540-T27'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0325,48.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0325,0,48.0325,0,48.0325,0,48.0325,'Trojan Infected','C3540-T28'
72,1192,1142,0,1142,0,0,6,0,0,0,0,0,0,48.1051,48.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.105,0,48.105,0,48.105,0,48.105,'Trojan Infected','C3540-T29'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0365,48.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0365,0,48.0365,0,48.0365,0,48.0365,'Trojan Infected','C3540-T30'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0228,48.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0228,0,48.0228,0,48.0228,0,48.0228,'Trojan Infected','C3540-T31'
72,1194,1144,0,1144,0,0,6,0,0,0,0,0,0,48.1767,48.1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1767,0,48.1767,0,48.1767,0,48.1767,'Trojan Infected','C3540-T32'
72,1192,1142,0,1142,0,0,6,0,0,0,0,0,0,48.0978,48.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0978,0,48.0978,0,48.0978,0,48.0978,'Trojan Infected','C3540-T33'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0036,48.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0036,0,48.0036,0,48.0036,0,48.0036,'Trojan Infected','C3540-T34'
72,1192,1142,0,1142,0,0,6,0,0,0,0,0,0,48.1519,48.1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1519,0,48.1519,0,48.1519,0,48.1519,'Trojan Infected','C3540-T35'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0537,48.0537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0537,0,48.0537,0,48.0537,0,48.0537,'Trojan Infected','C3540-T36'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0494,48.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0494,0,48.0494,0,48.0494,0,48.0494,'Trojan Infected','C3540-T37'
72,1193,1143,0,1143,0,0,6,0,0,0,0,0,0,48.0937,48.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0937,0,48.0937,0,48.0937,0,48.0937,'Trojan Infected','C3540-T38'
72,1195,1145,0,1145,0,0,7,0,0,0,0,0,0,48.1244,48.1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1244,0,48.1244,0,48.1244,0,48.1244,'Trojan Infected','C3540-T39'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.1155,48.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1155,0,48.1155,0,48.1155,0,48.1155,'Trojan Infected','C3540-T40'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0608,48.0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0608,0,48.0608,0,48.0608,0,48.0608,'Trojan Infected','C3540-T41'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0378,48.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0378,0,48.0378,0,48.0378,0,48.0378,'Trojan Infected','C3540-T42'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.041,48.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.041,0,48.041,0,48.041,0,48.041,'Trojan Infected','C3540-T43'
72,1195,1145,0,1145,0,0,7,0,0,0,0,0,0,48.2081,48.2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2081,0,48.2081,0,48.2081,0,48.2081,'Trojan Infected','C3540-T44'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0965,48.0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0965,0,48.0965,0,48.0965,0,48.0965,'Trojan Infected','C3540-T45'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0684,48.0684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0683,0,48.0683,0,48.0683,0,48.0683,'Trojan Infected','C3540-T46'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.0519,48.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0519,0,48.0519,0,48.0519,0,48.0519,'Trojan Infected','C3540-T47'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.0555,48.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0555,0,48.0555,0,48.0555,0,48.0555,'Trojan Infected','C3540-T48'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0001,48.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0,48,0,48,'Trojan Infected','C3540-T49'
72,1194,1144,0,1144,0,0,8,0,0,0,0,0,0,48.2272,48.2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2272,0,48.2272,0,48.2272,0,48.2272,'Trojan Infected','C3540-T50'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0373,48.0373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0373,0,48.0373,0,48.0373,0,48.0373,'Trojan Infected','C3540-T51'
72,1194,1144,0,1144,0,0,7,0,0,0,0,0,0,48.1606,48.1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1606,0,48.1606,0,48.1606,0,48.1606,'Trojan Infected','C3540-T52'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0444,48.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0444,0,48.0444,0,48.0444,0,48.0444,'Trojan Infected','C3540-T53'
72,1192,1142,0,1142,0,0,8,0,0,0,0,0,0,48.1065,48.1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1064,0,48.1064,0,48.1064,0,48.1064,'Trojan Infected','C3540-T54'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0185,48.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0185,0,48.0185,0,48.0185,0,48.0185,'Trojan Infected','C3540-T55'
72,1194,1144,0,1144,0,0,7,0,0,0,0,0,0,48.1317,48.1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1317,0,48.1317,0,48.1317,0,48.1317,'Trojan Infected','C3540-T56'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0879,48.0879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0879,0,48.0879,0,48.0879,0,48.0879,'Trojan Infected','C3540-T57'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0157,48.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0157,0,48.0157,0,48.0157,0,48.0157,'Trojan Infected','C3540-T58'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0531,48.0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0531,0,48.0531,0,48.0531,0,48.0531,'Trojan Infected','C3540-T59'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.0586,48.0586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0586,0,48.0586,0,48.0586,0,48.0586,'Trojan Infected','C3540-T60'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0357,48.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0357,0,48.0357,0,48.0357,0,48.0357,'Trojan Infected','C3540-T61'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0403,48.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0403,0,48.0403,0,48.0403,0,48.0403,'Trojan Infected','C3540-T62'
72,1189,1139,0,1139,0,0,7,0,0,0,0,0,0,48.0048,48.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0048,0,48.0048,0,48.0048,0,48.0048,'Trojan Infected','C3540-T63'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0363,48.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0363,0,48.0363,0,48.0363,0,48.0363,'Trojan Infected','C3540-T64'
72,1194,1144,0,1144,0,0,6,0,0,0,0,0,0,48.1135,48.1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1135,0,48.1135,0,48.1135,0,48.1135,'Trojan Infected','C3540-T65'
72,1192,1142,0,1142,0,0,7,0,0,0,0,0,0,48.0685,48.0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0685,0,48.0685,0,48.0685,0,48.0685,'Trojan Infected','C3540-T66'
72,1192,1142,0,1142,0,0,7,0,0,0,0,0,0,48.0894,48.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0894,0,48.0894,0,48.0894,0,48.0894,'Trojan Infected','C3540-T67'
72,1189,1139,0,1139,0,0,8,0,0,0,0,0,0,48.0332,48.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0332,0,48.0332,0,48.0332,0,48.0332,'Trojan Infected','C3540-T68'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.0646,48.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0646,0,48.0646,0,48.0646,0,48.0646,'Trojan Infected','C3540-T69'
72,1193,1143,0,1143,0,0,8,0,0,0,0,0,0,48.1725,48.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1724,0,48.1724,0,48.1724,0,48.1724,'Trojan Infected','C3540-T70'
72,1195,1145,0,1145,0,0,7,0,0,0,0,0,0,48.2133,48.2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2133,0,48.2133,0,48.2133,0,48.2133,'Trojan Infected','C3540-T71'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0315,48.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0314,0,48.0314,0,48.0314,0,48.0314,'Trojan Infected','C3540-T72'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0198,48.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0198,0,48.0198,0,48.0198,0,48.0198,'Trojan Infected','C3540-T73'
72,1189,1139,0,1139,0,0,6,0,0,0,0,0,0,48.0324,48.0324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0324,0,48.0324,0,48.0324,0,48.0324,'Trojan Infected','C3540-T74'
72,1196,1146,0,1146,0,0,7,0,0,0,0,0,0,48.192,48.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.192,0,48.192,0,48.192,0,48.192,'Trojan Infected','C3540-T75'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0674,48.0674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0673,0,48.0673,0,48.0673,0,48.0673,'Trojan Infected','C3540-T76'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.038,48.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.038,0,48.038,0,48.038,0,48.038,'Trojan Infected','C3540-T77'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0284,48.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0284,0,48.0284,0,48.0284,0,48.0284,'Trojan Infected','C3540-T78'
72,1189,1139,0,1139,0,0,8,0,0,0,0,0,0,48.0027,48.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0026,0,48.0026,0,48.0026,0,48.0026,'Trojan Infected','C3540-T79'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0543,48.0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0543,0,48.0543,0,48.0543,0,48.0543,'Trojan Infected','C3540-T80'
72,1190,1140,0,1140,0,0,5,0,0,0,0,0,0,48.0583,48.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0583,0,48.0583,0,48.0583,0,48.0583,'Trojan Infected','C3540-T81'
72,1194,1144,0,1144,0,0,6,0,0,0,0,0,0,48.1057,48.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1056,0,48.1056,0,48.1056,0,48.1056,'Trojan Infected','C3540-T82'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0107,48.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0107,0,48.0107,0,48.0107,0,48.0107,'Trojan Infected','C3540-T83'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0312,48.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0312,0,48.0312,0,48.0312,0,48.0312,'Trojan Infected','C3540-T84'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0472,48.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0471,0,48.0471,0,48.0471,0,48.0471,'Trojan Infected','C3540-T85'
72,1191,1141,0,1141,0,0,9,0,0,0,0,0,0,48.1104,48.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1104,0,48.1104,0,48.1104,0,48.1104,'Trojan Infected','C3540-T86'
72,1194,1144,0,1144,0,0,6,0,0,0,0,0,0,48.0871,48.0871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0871,0,48.0871,0,48.0871,0,48.0871,'Trojan Infected','C3540-T87'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0332,48.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0332,0,48.0332,0,48.0332,0,48.0332,'Trojan Infected','C3540-T88'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.0538,48.0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0537,0,48.0537,0,48.0537,0,48.0537,'Trojan Infected','C3540-T89'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0882,48.0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0882,0,48.0882,0,48.0882,0,48.0882,'Trojan Infected','C3540-T90'
72,1189,1139,0,1139,0,0,6,0,0,0,0,0,0,47.997,47.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.997,0,47.997,0,47.997,0,47.997,'Trojan Infected','C3540-T91'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.073,48.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.073,0,48.073,0,48.073,0,48.073,'Trojan Infected','C3540-T92'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.1015,48.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1015,0,48.1015,0,48.1015,0,48.1015,'Trojan Infected','C3540-T93'
72,1190,1140,0,1140,0,0,9,0,0,0,0,0,0,48.0675,48.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0674,0,48.0674,0,48.0674,0,48.0674,'Trojan Infected','C3540-T94'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0179,48.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0178,0,48.0178,0,48.0178,0,48.0178,'Trojan Infected','C3540-T95'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.078,48.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.078,0,48.078,0,48.078,0,48.078,'Trojan Infected','C3540-T96'
72,1191,1141,0,1141,0,0,7,0,0,0,0,0,0,48.0815,48.0815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0815,0,48.0815,0,48.0815,0,48.0815,'Trojan Infected','C3540-T97'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0001,48.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0,48,0,48,'Trojan Infected','C3540-T98'
72,1191,1141,0,1141,0,0,6,0,0,0,0,0,0,48.0302,48.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0302,0,48.0302,0,48.0302,0,48.0302,'Trojan Infected','C3540-T99'
301,2485,2307,0,2307,0,0,15,0,0,0,0,0,0,98.924,98.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9223,0,98.9223,0,98.9223,0,98.9223,'Trojan Free','C5315'
301,2494,2316,0,2316,0,0,17,0,0,0,0,0,0,99.3458,99.3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.344,0,99.344,0,99.344,0,99.344,'Trojan Infected','C5315-T000'
301,2495,2317,0,2317,0,0,17,0,0,0,0,0,0,99.5188,99.5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5171,0,99.5171,0,99.5171,0,99.5171,'Trojan Infected','C5315-T001'
301,2491,2313,0,2313,0,0,18,0,0,0,0,0,0,99.2754,99.2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2737,0,99.2737,0,99.2737,0,99.2737,'Trojan Infected','C5315-T002'
301,2494,2316,0,2316,0,0,18,0,0,0,0,0,0,99.3536,99.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3518,0,99.3518,0,99.3518,0,99.3518,'Trojan Infected','C5315-T003'
301,2493,2315,0,2315,0,0,19,0,0,0,0,0,0,99.4307,99.4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.429,0,99.429,0,99.429,0,99.429,'Trojan Infected','C5315-T004'
301,2495,2317,0,2317,0,0,17,0,0,0,0,0,0,99.6171,99.6171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6154,0,99.6154,0,99.6154,0,99.6154,'Trojan Infected','C5315-T005'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3422,99.3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3404,0,99.3404,0,99.3404,0,99.3404,'Trojan Infected','C5315-T006'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.368,99.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3663,0,99.3663,0,99.3663,0,99.3663,'Trojan Infected','C5315-T007'
301,2494,2316,0,2316,0,0,18,0,0,0,0,0,0,99.6012,99.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5995,0,99.5995,0,99.5995,0,99.5995,'Trojan Infected','C5315-T008'
301,2494,2316,0,2316,0,0,17,0,0,0,0,0,0,99.3853,99.3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3836,0,99.3836,0,99.3836,0,99.3836,'Trojan Infected','C5315-T009'
301,2491,2313,0,2313,0,0,16,0,0,0,0,0,0,99.3531,99.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3514,0,99.3514,0,99.3514,0,99.3514,'Trojan Infected','C5315-T010'
